organization_name,country_code,appearance_count,latitude,longitude,geocode_status,geocode_display_name,geocode_source,last_checked_at
Universidad Tecnológica de Bolívar,CO,1,10.4130759,-75.5380537,ok,"Universidad Tecnológica de Bolívar, Carrera 21, Manga, Cartagena, Dique, Bolívar, RAP Caribe, 130001, Colombia",nominatim,2026-03-12T09:38:10+00:00
Universidad Tecnológica de Panamá,PA,1,8.993599891662598,-79.51972961425781,ok,Universidad Tecnológica de Panamá,openalex,2026-03-12T00:45:21+00:00
Universidad Tecnológica del Valle de Toluca,MX,1,19.3402865,-99.4750617,ok,"Universidad Tecnologica Del Valle De Toluca (UTVT), San Juan, Colonia Agricola Analco, Lerma, State of Mexico, 52044, Mexico",nominatim,2026-03-11T20:14:23+00:00
Universidad de Alcalá,ES,24,40.482051849365234,-3.3599600791931152,ok,Universidad de Alcalá,openalex,2026-03-12T01:00:17+00:00
Universidad de Antioquia,CO,1,6.251840114593506,-75.56359100341797,ok,Universidad de Antioquia,openalex,2026-03-12T00:09:36+00:00
Universidad de Burgos,ES,1,42.341060638427734,-3.7018399238586426,ok,Universidad de Burgos,openalex,2026-03-12T04:24:20+00:00
Universidad de Deusto,ES,6,43.26271057128906,-2.9252800941467285,ok,Universidad de Deusto,openalex,2026-03-12T03:54:02+00:00
Universidad de Extremadura,ES,6,38.877891540527344,-6.97061014175415,ok,Universidad de Extremadura,openalex,2026-03-12T00:14:11+00:00
Universidad de Granada,ES,16,37.18488888888889,-3.6009444444444445,ok,University of Granada,wikipedia_wikidata,2026-03-12T01:28:37+00:00
Universidad de Guadalajara,MX,9,20.6936,-103.4163,ok,Universidad Autónoma de Guadalajara,wikipedia_wikidata,2026-03-11T20:44:31+00:00
Universidad de Guanajuato,MX,3,21.01858,-101.2591,ok,Universidad de Guanajuato,openalex,2026-03-12T04:26:50+00:00
Universidad de Jaén,ES,7,37.76921844482422,-3.7902801036834717,ok,Universidad de Jaén,openalex,2026-03-12T03:00:11+00:00
Universidad de La Rioja,ES,1,42.464787,-2.4264064,ok,"Universidad de La Rioja, Calle de la Cigüeña, San José, Los Lirios, La Estrella, Logroño, Rioja, 26006, Spain",nominatim,2026-03-12T09:39:04+00:00
Universidad de León,ES,3,42.613309,-5.5604122,ok,"Universidad de León - Campus Universitario de Vegazanas, Luis García Zurdo, San Lorenzo - La Palomera - San Mamés, León, Castile and León, 24007, Spain",nominatim,2026-03-12T11:25:30+00:00
Universidad de Los Andes,CO,2,-32.891711,-68.861129,ok,Universidad de Mendoza,wikipedia_wikidata,2026-03-12T11:01:27+00:00
"Universidad de Los Andes,Chile",CL,1,-33.404007,-70.507468,ok,"University of the Andes, Chile",wikipedia_wikidata,2026-03-12T08:56:36+00:00
Universidad de Murcia,ES,16,37.98704147338867,-1.1300400495529175,ok,Universidad de Murcia,openalex,2026-03-12T00:47:03+00:00
Universidad de Málaga,ES,112,36.72016143798828,-4.420340061187744,ok,Universidad de Málaga,openalex,2026-03-11T19:52:35+00:00
Universidad de Navarra,ES,13,42.81687,-1.64323,ok,Universidad de Navarra,openalex,2026-03-11T19:45:13+00:00
Universidad de Oviedo,ES,1,43.353527,-5.875013,ok,"Universidad de Oviedo, Avenida Cristo de las Cadenas, El Cristo, Oviedo / Uviéu, Oviedo, Asturias, 33006, Spain",nominatim,2026-03-12T11:55:25+00:00
Universidad de Salamanca,ES,6,40.96881866455078,-5.663879871368408,ok,Universidad de Salamanca,openalex,2026-03-12T03:37:34+00:00
Universidad de Sevilla,ES,61,37.3807579,-5.9912307,ok,University of Seville,wikipedia_wikidata,2026-03-11T21:40:11+00:00
Universidad de Valladolid,ES,19,41.655181884765625,-4.723720073699951,ok,Universidad de Valladolid,openalex,2026-03-12T00:44:02+00:00
Universidad de Zaragoza,ES,37,41.6420639,-0.9015065,ok,University of Zaragoza,wikipedia_wikidata,2026-03-12T02:40:41+00:00
Universidad del Noreste,MX,2,22.28339958190918,-97.87220001220703,ok,Universidad del Noreste,openalex,2026-03-12T03:32:29+00:00
Universidad del Norte,CO,7,11.01805591583252,-74.85111236572266,ok,Universidad del Norte,openalex,2026-03-12T00:48:33+00:00
Universidad del Rosario,CO,1,4.6000106,-74.0733473,ok,"Universidad del Rosario, Carrera 6, La Catedral, UPZs de Bogotá, UPZ La Candelaria, Bogota, Bogota, Capital District, RAP (Especial) Central, 111711, Colombia",nominatim,2026-03-12T10:34:30+00:00
Universidad del Valle de Toluca,MX,1,19.274057388305664,-99.65493774414062,ok,Universidad del Valle de Toluca,openalex,2026-03-11T20:14:25+00:00
Universidade Estadual de Campinas (UNICAMP),BR,42,-22.822656,-47.0627959,ok,"Universidade Estadual de Campinas, Rua Agostinho Zechin, Parque das Universidades, Barão Geraldo, Campinas, Região Imediata de Campinas, Região Metropolitana de Campinas, Região Geográfica Intermediária de Campinas, São Paulo, 13083-878, Brazil",nominatim,2026-03-12T02:37:29+00:00
Universidade Estadual do Piau,BR,1,-5.0773073,-42.8268935,ok,"Universidade Estadual do Piauí, 2231, Rua João Cabral, Pirajá, Teresina, Região Geográfica Imediata de Teresina, Região Integrada de Desenvolvimento da Grande Teresina, Região Geográfica Intermediária de Teresina, Piauí, 64002-150, Brazil","manual_geocode:Universidade Estadual do Piaui, Teresina, Brazil",2026-03-27T10:30:59+00:00
Universidade Federal da Bahia,BR,2,-12.975629806518555,-38.49095916748047,ok,Universidade Federal da Bahia,openalex,2026-03-12T04:40:24+00:00
Universidade Federal da Paraíba,BR,2,-6.7505593,-35.6454502,ok,"Universidade Federal da Paraíba/CAVN, Interna, Bananeiras, Região Geográfica Imediata de Guarabira, Região Geográfica Intermediária de João Pessoa, Paraíba, 58225-970, Brazil",nominatim,2026-03-12T07:38:05+00:00
Universidade Federal de Goiás,BR,1,-15.9372878,-50.1382955,ok,"Universidade Federal de Goiás, 20, Beco do Cisco, Goiás, Região Geográfica Imediata de Goiás - Itapuranga, Região Geográfica Intermediária de Goiânia, Goiás, Central-West Region, 76600-000, Brazil",nominatim,2026-03-12T05:51:09+00:00
Universidade Federal de Itajubá,BR,5,-22.425559997558594,-45.452781677246094,ok,Universidade Federal de Itajubá,openalex,2026-03-12T03:23:39+00:00
Universidade Federal de Juiz de Fora,BR,3,-21.764169692993164,-43.35028076171875,ok,Universidade Federal de Juiz de Fora,openalex,2026-03-12T04:39:13+00:00
Universidade Federal de Minas Gerais,BR,32,-16.351984,-46.8873725,ok,"Universidade Estadual de Montes Claros - Campos Unaí, 1380, Avenida Vereador João Narciso, Politécnica, Unaí, Região Geográfica Imediata de Unaí, Região Integrada de Desenvolvimento do Distrito Federal e Entorno, Região Geográfica Intermediária de Patos de Minas, Minas Gerais, 38610-000, Brazil",nominatim,2026-03-11T21:46:09+00:00
Universidade Federal de Ouro Preto,BR,3,-20.394840240478516,-43.50516891479492,ok,Universidade Federal de Ouro Preto,openalex,2026-03-12T04:18:13+00:00
Universidade Federal de Pernambuco,BR,2,-8.0524236,-34.9510615,ok,"Universidade Federal de Pernambuco, 1235, Avenida Professor Moraes Rego, Cidade Universitária, Recife, Região Geográfica Imediata do Recife, Região Metropolitana do Recife, Região Geográfica Intermediária do Recife, Pernambuco, 50670-420, Brazil",nominatim,2026-03-12T06:09:15+00:00
Universidade Federal de Santa Catarina,BR,13,-27.596670150756836,-48.549171447753906,ok,Universidade Federal de Santa Catarina,openalex,2026-03-12T00:43:22+00:00
Universidade Federal de São Carlos,BR,15,-22.017499923706055,-47.890830993652344,ok,Universidade Federal de São Carlos,openalex,2026-03-11T20:25:19+00:00
Universidade Federal de São Paulo,BR,3,-23.5992708,-46.6430924,ok,"Universidade Federal de São Paulo, 740, Rua Botucatu, Vila Clementino, Vila Mariana, São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Southeast Region, 04023-062, Brazil",nominatim,2026-03-11T22:36:17+00:00
Universidade Federal de Uberlândia,BR,3,-18.944137,-48.2138505,ok,"Universidade Federal de Uberlândia (Campus Glória), BR-365, Novo Mundo, Setor Leste, Uberlândia, Região Geográfica Imediata de Uberlândia, Região Geográfica Intermediária de Uberlândia, Minas Gerais, 38410-774, Brazil",nominatim,2026-03-12T05:51:47+00:00
Universidade Federal do Ceará,BR,2,-3.7172200679779053,-38.543060302734375,ok,Universidade Federal do Ceará,openalex,2026-03-12T00:03:10+00:00
Universidade Federal do Espírito Santo,BR,19,-20.319440841674805,-40.3377799987793,ok,Universidade Federal do Espírito Santo,openalex,2026-03-11T20:13:16+00:00
Universidade Federal do Maranhão,BR,1,-5.5278217,-47.4878769,ok,"Universidade Federal do Maranhão, Rua Coriolano Milhomem, Beira-Rio, Centro, Imperatriz, Região Geográfica Imediata de Imperatriz, Região Geográfica Intermediária de Imperatriz, Maranhão, 65900-390, Brazil",nominatim,2026-03-12T11:10:41+00:00
Universidade Federal do Rio Grande,BR,1,-32.03499984741211,-52.098609924316406,ok,Universidade Federal do Rio Grande,openalex,2026-03-12T03:40:38+00:00
Universidade Federal do Rio Grande do Norte,BR,1,-5.795000076293945,-35.20943832397461,ok,Universidade Federal do Rio Grande do Norte,openalex,2026-03-12T04:11:55+00:00
Universidade Federal do Rio Grande do Sul,BR,34,-30.03282928466797,-51.23019027709961,ok,Universidade Federal do Rio Grande do Sul,openalex,2026-03-12T00:02:43+00:00
Universidade Federal do Rio de Janeiro,BR,10,-22.90641975402832,-43.18223190307617,ok,Universidade Federal do Rio de Janeiro,openalex,2026-03-11T20:31:25+00:00
Universidade Nova de Lisboa,PT,3,38.72509,-9.1498,ok,Universidade Nova de Lisboa,openalex,2026-03-12T00:25:48+00:00
Universidade Tecnológica Federal do Paraná,BR,3,-25.427780151367188,-49.2730598449707,ok,Universidade Tecnológica Federal do Paraná,openalex,2026-03-12T04:39:25+00:00
Universidade da Madeira,PT,1,32.6589,-16.9244,ok,University of Madeira,wikipedia_wikidata,2026-03-12T08:54:20+00:00
Universidade de Brasília,BR,22,-15.77972,-47.92972,ok,Universidade de Brasília,openalex,2026-03-11T20:07:30+00:00
Universidade de Caxias do Sul,BR,1,-29.168060302734375,-51.179439544677734,ok,Universidade de Caxias do Sul,openalex,2026-03-12T00:31:16+00:00
Universidade de Pernambuco,BR,3,-8.043869018554688,-34.88603210449219,ok,Universidade de Pernambuco,openalex,2026-03-12T04:27:52+00:00
Universidade de Santiago de Compostela,ES,5,42.88051986694336,-8.545689582824707,ok,Universidade de Santiago de Compostela,openalex,2026-03-12T03:39:59+00:00
Universidade de São Paulo,BR,48,-23.5475,-46.63611,ok,Universidade de São Paulo,openalex,2026-03-11T20:07:33+00:00
Universidade de Vigo,ES,4,42.1694856,-8.6767354,ok,"Grupo de Reciclaje Informático de la Universidade de Vigo, Rúa da Cumieira, A Fonte, Vilariño, Zamáns, Vigo, Pontevedra, Galicia, 36310, Spain",nominatim,2026-03-12T05:36:19+00:00
Universidade do Estado do Amazonas,BR,1,-3.1019399166107178,-60.025001525878906,ok,Universidade do Estado do Amazonas,openalex,2026-03-12T00:51:05+00:00
Universidade do Porto,PT,15,41.1485,-8.61097,ok,Universidade do Porto,openalex,2026-03-12T03:33:14+00:00
Universidade do Vale do Rio dos Sinos,BR,14,-29.76028060913086,-51.147220611572266,ok,Universidade do Vale do Rio dos Sinos,openalex,2026-03-12T00:19:29+00:00
Universitair Ziekenhuis Leuven,BE,2,50.87958908081055,4.700930118560791,ok,Universitair Ziekenhuis Leuven,openalex,2026-03-11T20:10:36+00:00
Universitas Ahmad Dahlan,ID,1,-7.80139,110.36472,ok,Universitas Ahmad Dahlan,openalex,2026-03-12T03:50:53+00:00
Universitas Dharmas Indonesia,ID,2,-1.0583220720291138,101.64370727539062,ok,Universitas Dharmas Indonesia,openalex,2026-03-12T04:14:26+00:00
Universitas Gadjah Mada,ID,1,-7.801390171051025,110.3647232055664,ok,Universitas Gadjah Mada,openalex,2026-03-12T04:15:17+00:00
Universitat Autònoma de Barcelona,ES,2,41.4910888671875,2.1407899856567383,ok,Universitat Autònoma de Barcelona,openalex,2026-03-11T20:04:37+00:00
Universitat Jaume I,ES,22,39.98566818237305,-0.04935000091791153,ok,Universitat Jaume I,openalex,2026-03-12T03:33:06+00:00
Universitat Politècnica de Catalunya,ES,128,41.38879,2.15899,ok,Universitat Politècnica de Catalunya,openalex,2026-03-11T19:58:01+00:00
Universitat Politècnica de València,ES,15,39.47391128540039,-0.3796600103378296,ok,Universitat Politècnica de València,openalex,2026-03-11T19:59:20+00:00
Universitat de Barcelona,ES,18,41.386666666667,2.1638888888889,ok,University of Barcelona,wikipedia_wikidata,2026-03-12T01:54:53+00:00
Universitat de Miguel Hernández d'Elx,ES,35,38.2769777,-0.6899447,ok,"Universitat Miguel Hernández d'Elx (UMH), Camí del Pantà, les Cases de Ferrandes, Elx / Elche, el Baix Vinalopó, Alacant / Alicante, Valencian Community, 03271, Spain",nominatim,2026-03-11T21:33:14+00:00
Universitat de València,ES,3,39.47391128540039,-0.3796600103378296,ok,Universitat de València,openalex,2026-03-12T03:39:41+00:00
Universitatea Națională de Știință și Tehnologie Politehnica București,RO,2,44.4322509765625,26.106260299682617,ok,Universitatea Națională de Știință și Tehnologie Politehnica București,openalex,2026-03-27T00:30:24+00:00
Universiti Brunei Darussalam,BN,1,4.890349864959717,114.9400634765625,ok,Universiti Brunei Darussalam,openalex,2026-03-12T04:05:00+00:00
Universiti Putra Malaysia,MY,2,3.03333,101.71667,ok,Universiti Putra Malaysia,openalex,2026-03-12T03:01:45+00:00
Universiti Sains Malaysia,MY,2,5.41123,100.33543,ok,Universiti Sains Malaysia,openalex,2026-03-12T04:36:18+00:00
Universiti Teknologi Petronas,MY,4,4.3863888888889,100.97972222222,ok,Universiti Teknologi Petronas,wikipedia_wikidata,2026-03-12T08:56:52+00:00
Universiti Tunku Abdul Rahman,MY,1,4.3,101.15,ok,Universiti Tunku Abdul Rahman,openalex,2026-03-12T04:40:02+00:00
University Children's Hospital Tübingen,DE,1,48.52960968017578,9.038100242614746,ok,University Children's Hospital Tübingen,openalex,2026-03-12T00:15:16+00:00
University Children's Hospital Zurich,CH,1,47.371585845947266,8.55801010131836,ok,University Children's Hospital Zurich,openalex,2026-03-12T00:42:13+00:00
University Clinical Centre Maribor,SI,3,46.55472183227539,15.6466703414917,ok,University Clinical Centre Maribor,openalex,2026-03-12T00:01:03+00:00
University College Cork,IE,7,51.89796829223633,-8.470609664916992,ok,University College Cork,openalex,2026-03-11T20:19:42+00:00
University College Dublin,IE,15,53.3076,-6.21981,ok,University College Dublin,wikipedia_wikidata,2026-03-11T21:16:19+00:00
University College Hospital,GB,3,51.52473449707031,-0.1363459974527359,ok,University College Hospital,openalex,2026-03-11T19:55:57+00:00
University College London,GB,261,51.50853,-0.12574,ok,University College London,openalex,2026-03-11T19:37:58+00:00
University College London Hospitals NHS Foundation Trust,GB,6,51.50852966308594,-0.12574000656604767,ok,University College London Hospitals NHS Foundation Trust,openalex,2026-03-11T20:14:41+00:00
University College of Arts Crafts and Design,SE,1,59.32938003540039,18.068710327148438,ok,University College of Arts Crafts and Design,openalex,2026-03-27T00:30:25+00:00
University College of Northern Denmark,DK,1,57.018402099609375,9.948532104492188,ok,University College of Northern Denmark,openalex,2026-03-12T00:04:13+00:00
University General Hospital Attikon,GR,1,37.98376,23.72784,ok,University General Hospital Attikon,openalex,2026-03-12T03:12:17+00:00
University Health Network,CA,19,43.700111389160156,-79.41629791259766,ok,University Health Network,openalex,2026-03-11T19:47:43+00:00
University Hospital Carl Gustav Carus,DE,6,51.05089,13.73832,ok,University Hospital Carl Gustav Carus,openalex,2026-03-11T20:06:23+00:00
University Hospital Foundation,CA,5,0.3277914,32.5769899,ok,"Private Sector Foundation Uganda, Nakasero Road, Bat Valley, Nakasero, Central, Kampala Capital City, Kampala, Uganda",,2026-03-12T08:59:32+00:00
University Hospital Frankfurt,DE,2,50.11552047729492,8.68416976928711,ok,University Hospital Frankfurt,openalex,2026-03-11T20:18:52+00:00
University Hospital Heidelberg,DE,22,49.40768,8.69079,ok,University Hospital Heidelberg,openalex,2026-03-11T19:48:34+00:00
University Hospital Leipzig,DE,10,51.33082962036133,12.385819435119629,ok,University Hospital Leipzig,openalex,2026-03-12T00:14:03+00:00
University Hospital Magdeburg,DE,5,52.1027384,11.6154432,ok,"University Hospital Magdeburg, 44, Leipziger Straße, Magdeburg, Saxony-Anhalt, 39120, Germany",nominatim,2026-03-11T22:20:20+00:00
University Hospital Münster,DE,1,51.96236038208008,7.6257100105285645,ok,University Hospital Münster,openalex,2026-03-12T04:11:01+00:00
University Hospital Schleswig-Holstein,DE,4,54.32133,10.13489,ok,University Hospital Schleswig-Holstein,openalex,2026-03-11T20:05:07+00:00
University Hospital Southampton NHS Foundation Trust,GB,15,50.934852600097656,-1.4339799880981445,ok,University Hospital Southampton NHS Foundation Trust,openalex,2026-03-11T19:56:50+00:00
University Hospital Ulm,DE,4,48.39841079711914,9.99155044555664,ok,University Hospital Ulm,openalex,2026-03-11T20:27:03+00:00
University Hospital and Clinics,NL,1,0.3418913,32.5736369,ok,"Kaamu Medical and Progostic Centre, Kafeero Zone Road, Nsooba, Mulago, Kawempe, Kampala Capital City, Kampala, Uganda",,2026-03-12T11:09:23+00:00
University Hospital of Basel,CH,17,47.55839157104492,7.573269844055176,ok,University Hospital of Basel,openalex,2026-03-11T20:07:25+00:00
University Hospital of Bern,CH,19,46.948089599609375,7.447440147399902,ok,University Hospital of Bern,openalex,2026-03-11T20:20:53+00:00
University Hospital of Geneva,CH,17,46.193817138671875,6.148997783660889,ok,University Hospital of Geneva,openalex,2026-03-11T20:04:24+00:00
University Hospital of Lausanne,CH,2,46.51599884033203,6.632820129394531,ok,University Hospital of Lausanne,openalex,2026-03-12T00:44:25+00:00
University Hospital of North Norway,NO,2,69.6489028930664,18.955080032348633,ok,University Hospital of North Norway,openalex,2026-03-12T04:05:24+00:00
University Hospital of Zurich,CH,30,47.366668701171875,8.550000190734863,ok,University Hospital of Zurich,openalex,2026-03-12T00:37:56+00:00
